ID_Review,Platform,Nama_Hotel,Review_Date,Text_Review,Kenyamanan,Kebersihan,Pelayanan,Harga,Lokasi,Fasilitas,Makanan,Alasan_Kenyamanan,Alasan_Kebersihan,Alasan_Pelayanan,Alasan_Harga,Alasan_Lokasi,Alasan_Fasilitas,Alasan_Makanan,split
12652,Traveloka,Hotel Santika Mega City Bekasi,12/26/2018,"lokasi strategis, tempat tepat di atasi mal sega bekasi. sayang akses ke hotel agak susah. lift digunakan bersama dengan pengunjung mal, jadi lama, terus kebersihan kamar kurang, kolam renang juga agak kotor, pelayan lumayan ramah. makanan enak.",none,negatif,positif,none,negatif,negatif,positif,,kebersihan kamar kurang. kolam renang juga agak kotor,pelayan lumayan ramah,,lokasi strategis,"lift digunakan bersama dengan pengunjung mal, jadi lama",makanan enak,train
12653,Traveloka,Hotel Santika Mega City Bekasi,12/26/2018,"semua staf nya ramah dan menolong, cuma waktu itu saya dateng kamar air conditioner g dingin minta ganti kamar awalnya g bisa karena kamar penuh dan saya harus nunggu air conditioner di cuci dl, tapi saya tetap mau ganti kamar dari lt. 7 akhirnya di kasih lt. 9 dah tuh sampai di atas kunci kamar g bisa di pakai, saya sudah cape minta cleaning service tuk tuker kunci karena saya dah cape bolak balik masalah kamar, kita sempat nunggu d lorong kamar karena belum ada yang datang ksh kunci, anak saya dah bt akhirnya saya pun bt juga, g lama akhirnya dateng petugas ya kasih kunci kamar, kita masuk kamar sekitar jam 15. 30 dari kedatangan saya yang jam 12. 30, anak saya dah ribut aj lapar n cape, beruntungnya dari depan sampai semua staf yang saya minta tolong ramah ramah dan mau nolong dengan sigap jd agak ilang juga kesel saya nya. selain itu semua fine aj, sarapan walau kurang variasi tapi cukup lah.",negatif,none,positif,none,none,none,negatif,air conditioner g dingin,,semua staf nya ramah dan menolong,,,,sarapan walau kurang variasi tapi cukup lah,train
12654,Traveloka,Hotel Santika Mega City Bekasi,12/26/2018,"kamarnya nyaman sesuai apa yang difoto bahkan kami diberikan upgrade gratis. semua berfungsi dengan baik televisi, air panas, perlengkapan mandi, pemanas air kopi/teh dan lain-lain. menu makanan sarapan pagi yang cukup enak dan banyak varian menu yang ditawarkan. hanya saja air conditioner di kamar kami kurang begitu dingin.",negatif,none,none,none,none,positif,positif,air conditioner di kamar kami kurang begitu dingin,,,,,"semua berfungsi dengan baik televisi, air panas, perlengkapan mandi",menu makanan sarapan pagi yang cukup enak dan banyak varian menu,train
12655,Traveloka,Hotel Santika Mega City Bekasi,12/26/2018,"ac-nya kurang dingin, sudah 2 kali komplain tapi perubahannya kurang signifikan.",negatif,none,none,none,none,none,none,"ac-nya kurang dingin, sudah 2 kali komplain tapi perubahannya kurang signifikan",,,,,,,train
12656,Traveloka,Hotel Santika Mega City Bekasi,12/26/2018,"hotelnya bagus banget, kolam renangnya juga baik. makanannya banyak dan variasinya banyak. cocok untuk stay keperluan pekerjaan maupun liburan keluarga. akses mudah dan dekat dengan bioskop (kepleset nyampe) very recommended.",none,none,none,none,positif,positif,positif,,,,,akses mudah dan dekat dengan bioskop,kolam renangnya juga baik,makanannya banyak dan variasinya banyak,test
12657,Traveloka,Hotel Santika Mega City Bekasi,12/26/2018,"kamarnya besar, bersih, nyaman. kolam renangnya juga bagus. saya akan segera kembali, pasti",positif,positif,none,none,none,positif,none,"kamarnya besar, bersih, nyaman","kamarnya besar, bersih",,,,kolam renangnya juga bagus,,train
12658,Traveloka,Hotel Santika Mega City Bekasi,12/26/2018,"airnya hitam, kotor proses penanganannya cukup lama.",none,negatif,negatif,none,none,none,none,,"airnya hitam, kotor",proses penanganannya cukup lama,,,,,train
12659,Traveloka,Hotel Santika Mega City Bekasi,12/26/2018,"kamar kecil, tidak ada pemandangan, pelayanan lambat.",negatif,none,negatif,none,none,none,none,"kamar kecil, tidak ada pemandangan",,pelayanan lambat,,,,,test
12660,Traveloka,Hotel Santika Mega City Bekasi,12/26/2018,"kamar yang bagus (tidak ada 629), fettuccini carbonara dan steak sirloin yang lezat, menu sarapan yang lezat. mengagumkan. tapi satu kekurangannya adalah tidak ada kartu tambahan untuk kamar saya pada hari itu tetapi semuanya baik untuk saya",positif,none,none,none,none,negatif,positif,kamar yang bagus,,,,,tidak ada kartu tambahan untuk kamar,"fettuccini carbonara dan steak sirloin yang lezat, menu sarapan yang lezat",train
12661,Traveloka,Hotel Santika Mega City Bekasi,12/26/2018,"hotel ini sangat puas, harusnya hotel ini sudah binatang 5, lokasinya strategis mudah mau kemana-mana, pelayanannya baik, tapi ac-nya kemarin kurang dingin, tapi bagus banget, tidak kalah sama hotel yang sudah binatang 5 meskipun masih bintang 3.",negatif,none,positif,none,positif,none,none,ac-nya kemarin kurang dingin,,pelayanannya baik,,lokasinya strategis mudah mau kemana-mana,,,train
12662,Traveloka,Hotel Santika Mega City Bekasi,12/19/2018,"kami, saat perjalanan bisnis sudah beberapa kali menginap di hotel ini, breakfastnya enak, akses ke pusat belanja/makan dekat. parkir mudah kecuali (akhir minggu). sayangnya saat kemarin tanggal 17 saya menginap sedang ada perbaikan pipa, jadi air sedikit keruh meskipun terobati dengan pemberitahuan dari manajemen.",none,negatif,none,none,positif,positif,positif,,air sedikit keruh,,,akses ke pusat belanja/makan dekat,parkir mudah,breakfastnya enak,test
12663,Traveloka,Hotel Santika Mega City Bekasi,12/19/2018,"bagus room and bersih, breakfast variasinya lengkap, dekat dengan business poin. memudahkan saya dalam business trip.",none,positif,none,none,positif,none,positif,,bagus room and bersih,,,dekat dengan business poin,,breakfast variasinya lengkap,train
12664,Traveloka,Hotel Santika Mega City Bekasi,12/19/2018,baik dan enak. suara dari luar tidak terdengar jadi nyaman.,positif,none,none,none,none,none,none,suara dari luar tidak terdengar jadi nyaman,,,,,,,train
12665,Traveloka,Hotel Santika Mega City Bekasi,12/19/2018,"sebenarnya hotel ini cukup bagus untuk standard 3 bintang, cuma ada beberapa hal yang kurang berkenan bagi saya. sewaktu mau cek in, security yang bertugas di pintu masuk tidak mau membantu saat melihat saya masuk dengan membawa sebuah koper dan tas-tas kecil. sewaktu masuk kamar kami tidak memperhatikan sekeliling karena kami langsung keluar dan kembali malam hari. ternyata saat kami kembali ke kamar, suara bisong dari luar sangat mengganggu sampai kami tidak bisa tidur. suami turun ke bawah melapor pada petugas front office dan dijawab akan segera meminta petugas untuk mengecek. ternyata sampai pagi tidak ada seorang pun yang datang.",negatif,none,negatif,none,none,none,none,suara bisong dari luar sangat mengganggu sampai kami tidak bisa tidur,,security yang bertugas di pintu masuk tidak mau membantu. sampai pagi tidak ada seorang pun yang datang,,,,,train
12666,Traveloka,Hotel Santika Mega City Bekasi,12/19/2018,air yang keruh dikamar mandi jadi tidak nyaman untuk mandi dan lain-lain.,negatif,negatif,none,none,none,none,none,air yang keruh dikamar mandi jadi tidak nyaman,air yang keruh dikamar mandi,,,,,,train
12667,Traveloka,Hotel Santika Mega City Bekasi,12/19/2018,"saat check-in kamar belum tersedia. harus menunggu. kloset kotor. komplain kemudian dibersihkan. air conditioner tidak dingin. akhirnya diperbaiki. sprei dan sarung bantal ada bercak, mungkin laundrynya kurang bersih, petugas cepat ganti yang baru. makanan biasa saja. lorong menuju kamar sangat panas serasa tidak ada air conditioner. fitur kamar tidak sesuai premiere room king tapi tidak ada kulkas.",negatif,negatif,negatif,none,none,negatif,netral,air conditioner tidak dingin. lorong menuju kamar sangat panas,kloset kotor. sprei dan sarung bantal ada bercak,saat check-in kamar belum tersedia. harus menunggu,,,tidak ada kulkas,makanan biasa saja,train
12668,Traveloka,Hotel Santika Mega City Bekasi,12/19/2018,"lokasi sangat bagus. mudah untuk menemukan makanan dan hal-hal lain karena hotel ini terletak di atas mal megacity. ini memiliki akses langsung ke mal. sarapannya enak. kamarnya cukup tapi bantalnya keras, membuatku susah tidur. staf hotel responsif dan bermanfaat.",negatif,none,positif,none,positif,none,positif,"kamarnya cukup tapi bantalnya keras, membuatku susah tidur",,staf hotel responsif dan bermanfaat,,lokasi sangat bagus. hotel ini terletak di atas mal megacity,,sarapannya enak,train
12669,Traveloka,Hotel Santika Mega City Bekasi,12/19/2018,hotelnya bagus dan stafnya juga ramah. terima kasih kepada bapak enggal atas peningkatan kamar yang diberikan.,none,none,positif,none,none,none,none,,,stafnya juga ramah,,,,,train
12670,Traveloka,Hotel Santika Mega City Bekasi,12/19/2018,samping kamar berisik dan air conditioner tidak dingin.,negatif,none,none,none,none,none,none,samping kamar berisik dan air conditioner tidak dingin,,,,,,,train
12671,Traveloka,Hotel Santika Mega City Bekasi,12/19/2018,hotel tidak cocok untuk padangan bulan madu. karena suara di dalam kamar dapat terdengar di keluar/lorong.,negatif,none,none,none,none,none,none,suara di dalam kamar dapat terdengar di keluar/lorong,,,,,,,train
12672,Traveloka,Hotel Santika Mega City Bekasi,12/12/2018,"sudah sering menginap disini, tidak pernah bosan.",none,none,none,none,none,none,none,,,,,,,,train
12673,Traveloka,Hotel Santika Mega City Bekasi,12/12/2018,"pelayanannya ramah, bersih dan nyaman dekat dengan mall.",positif,positif,positif,none,positif,none,none,bersih dan nyaman,bersih,pelayanannya ramah,,dekat dengan mall,,,train
12674,Traveloka,Hotel Santika Mega City Bekasi,12/12/2018,"bersih, nyaman, tapi cs kurang ramah, kurang senyum.",positif,positif,negatif,none,none,none,none,nyaman,bersih,"cs kurang ramah, kurang senyum",,,,,train
12675,Traveloka,Hotel Santika Mega City Bekasi,12/12/2018,"hotel yang ada dalam mal dan bersebelahan dengan amaroosa grande, cocok untuk kegiatan pertemuan dengan peserta yang cukup banyak. kamarnya nyaman dengan view yang menarik.",positif,none,none,none,positif,none,none,kamarnya nyaman dengan view yang menarik,,,,hotel yang ada dalam mal,,,train
12676,Traveloka,Hotel Santika Mega City Bekasi,12/12/2018,"variasi sarapan banyak, dekat dengan mal hanya sayangnya lift gabung dengan pengunjung. ukuran bed pun bukan yang king hanya yang double standar saja padahal di infonya king size. ukuran kamar juga terlalu sempit. lokasi cukup strategis.",negatif,none,negatif,none,positif,negatif,positif,ukuran kamar juga terlalu sempit,,ukuran bed pun bukan yang king hanya yang double standar saja,,lokasi cukup strategis,lift gabung dengan pengunjung,variasi sarapan banyak,train
12677,Traveloka,Hotel Santika Mega City Bekasi,12/12/2018,"pengalaman menyenangkan karena kamarnya luas, bersih, view di bawah langsung kolam renang, sarapan pagi cukup enak dan banyak macam.",positif,positif,none,none,none,none,positif,"kamarnya luas, bersih, view di bawah langsung kolam renang","kamarnya luas, bersih",,,,,sarapan pagi cukup enak dan banyak macam,train
12678,Traveloka,Hotel Santika Mega City Bekasi,12/12/2018,saya sangat senang setiap kali saya harus tinggal di sini.,none,none,none,none,none,none,none,,,,,,,,train
12679,Traveloka,Hotel Santika Mega City Bekasi,12/12/2018,"dengan sangat bangga, kesan saya sangat puas, tolong saran saya dijaga keharmonisan kita, (hotel dan saya sebagai mengunjung), terima kasih saya ucapkan selama saya menginap di hotel santika, sukses selalu.",none,none,none,none,none,none,none,,,,,,,,train
12680,Traveloka,Hotel Santika Mega City Bekasi,12/12/2018,"kamar indah ada balkon, makanan enak pilihan banyak, hotel di bawah mall.",positif,none,none,none,positif,none,positif,kamar indah ada balkon,,,,hotel di bawah mall,,makanan enak pilihan banyak,train
12681,Traveloka,Hotel Santika Mega City Bekasi,12/12/2018,"ini adalah pengalaman pertama saya tinggal di sini. kualitas jaringan wi-fi sangat lambat dan sulit untuk terhubung. namun, jika dibandingkan dengan hotel sejenis lainnya. hotel ini adalah salah satu pilihan yang tepat. lokasi yang sangat strategis dengan pusat perbelanjaan, tol, fasilitas publik, dan bangunan yang sangat nyaman.",positif,none,none,none,positif,negatif,none,bangunan yang sangat nyaman,,,,"lokasi yang sangat strategis dengan pusat perbelanjaan, tol",kualitas jaringan wi-fi sangat lambat,,train
12682,Traveloka,Hotel Santika Mega City Bekasi,12/12/2018,"saya perlu sering datang ke indonesia untuk berbisnis. saya menginap di hotel ini 1-2 kali sebulan. saya menemukan bahwa pemanas air di kamar mandi tidak berfungsi. saya melaporkan ke resepsi keesokan paginya dan mereka berjanji akan meminta tim teknis untuk memeriksanya. ketika saya kembali di malam yang sama, pemanas tidak berfungsi. jika tidak bisa diperbaiki, mengapa tidak ada informasi atau solusi alternatif. manajemen dan layanan yang sangat buruk",none,none,negatif,none,none,negatif,negatif,,,manajemen dan layanan yang sangat buruk,,,pemanas air di kamar mandi tidak berfungsi,sarapan memiliki pilihan terbatas,train
12683,Traveloka,Hotel Santika Mega City Bekasi,12/5/2018,"tempatnya yang sangat strategis dekat dengan tol dengan fasilitas bisa belanja. bisa ke restoran juga bisa menikmati nonton film di xxi giant bekasi. kamar sangat nyaman dan bersih. harga lumayan terjangkau, terima kasih hotel santika, terima kasih.",positif,positif,none,positif,positif,none,none,kamar sangat nyaman,kamar sangat nyaman dan bersih,,harga lumayan terjangkau,tempatnya yang sangat strategis dekat dengan tol,,,train
12684,Traveloka,Hotel Santika Mega City Bekasi,12/5/2018,"sangat tenang, makanan bagus, sangat recommended untuk liburan bersama keluarga maupun perjalanan bisnis.",positif,none,none,none,none,none,positif,sangat tenang,,,,,,makanan bagus,train
12685,Traveloka,Hotel Santika Mega City Bekasi,12/5/2018,saya suka tempat ini karena dekat dengan area perbelanjaan dan tempat parkir tidak berbagi dengan orang lain.,none,none,none,none,positif,positif,none,,,,,dekat dengan area perbelanjaan,tempat parkir tidak berbagi dengan orang lain,,train
12686,Traveloka,Hotel Santika Mega City Bekasi,12/5/2018,"hotelnya nyaman, bersih, makanannya lumayan enak. lumayan buat relaksasi sesaat.",positif,positif,none,none,none,none,positif,hotelnya nyaman,bersih,,,,,makanannya lumayan enak,train
12687,Traveloka,Hotel Santika Mega City Bekasi,12/5/2018,hotel yang cukup tenang di kota bekasi. akses mal dan xxi sangat mudah.,positif,none,none,none,positif,none,none,hotel yang cukup tenang,,,,akses mal dan xxi sangat mudah,,,train
12688,Traveloka,Hotel Santika Mega City Bekasi,12/5/2018,"pengalaman terburuk yang pernah ada! 1. memberitahu resepsionis ketika saya check in bahwa saya akan check out terlambat. dia bilang dia bisa memberi saya jam 2 siang. 2. pagi ini setelah sarapan, saya mengkonfirmasi ke resepsionis bahwa saya akan check out jam 2 siang seperti kata resepsionis sebelumnya. dia bilang baik. 3. sebelum jam 1 siang, tiba-tiba seseorang masuk ke kamar saya. dia membuka pintu tanpa izin saya dan bertanya apakah saya ingin memperpanjang atau memeriksa. 4. pada jam 1 siang, listrik terputus dan telepon tidak berfungsi. 5. ketika saya check out pukul 2 siang, pak arif dari resepsionis mengatakan saya harus membayar biaya check out terlambat.",none,none,negatif,none,none,none,none,,,pengalaman terburuk yang pernah ada! seseorang masuk ke kamar saya tanpa izin. listrik terputus. harus membayar biaya check out terlambat,,,,,validation
12689,Traveloka,Hotel Santika Mega City Bekasi,12/5/2018,lokasi hotel cukup strategis karena di kawasan mal dan dekat dengan lokasi strategis lainnya. kekurangannya hanya terkait tempat parkir kendaraan roda 4 di lantai 5 yang terbatas kapasitas lahan parkirnya.,none,none,none,none,positif,negatif,none,,,,,lokasi hotel cukup strategis karena di kawasan mal,tempat parkir kendaraan roda 4 di lantai 5 yang terbatas,,train
12690,Traveloka,Hotel Santika Mega City Bekasi,12/5/2018,"lokasi strategis banget nih. kamar baik, bersih dan makanan, enak, ada 1 makanan pas breakfast yang saya suka, rasanya amazing, mie kuah ikan. enak banget.",none,positif,none,none,positif,none,positif,,"kamar baik, bersih",,,lokasi strategis banget,,"makanan, enak. mie kuah ikan. enak banget",train
12691,Traveloka,Hotel Santika Mega City Bekasi,12/5/2018,"sangat puas dengan pelayanan, bersih dan lokasi strategis di tengah kota dan pusat perbelanjaan, makanan enak dan banyak pilihan. kalau ke bekasi pasti akan ke hotel ini lagi.",none,positif,positif,none,positif,none,positif,,bersih,sangat puas dengan pelayanan,,lokasi strategis di tengah kota dan pusat perbelanjaan,,makanan enak dan banyak pilihan,train
12692,Traveloka,Hotel Santika Mega City Bekasi,12/5/2018,"sesuai harapan, suasana juga sangat memuaskan.",positif,none,none,none,none,none,none,suasana juga sangat memuaskan,,,,,,,train
12693,Traveloka,Hotel Santika Mega City Bekasi,12/5/2018,"dua kali menginap disini pelayanan bagus saat pas kita mandi aliran airnya mampet teknisi cepat datang. ada swimmin poolnya untuk anak. kalau sore adem. hotelnya jadi satu sama mal giant hypermat sehingga mudah untuk cari makan dan lain-lain. so far bagus, terima kasih situs traveloka.",negatif,none,positif,none,positif,positif,none,aliran airnya mampet,,pelayanan bagus. teknisi cepat datang,,hotelnya jadi satu sama mal giant hypermat,ada swimmin poolnya untuk anak,,train
12694,Traveloka,Hotel Santika Mega City Bekasi,11/28/2018,"pengalaman menginap disini sangat memuaskan. ketika tiba, disambut security dan recepsionist yang ramah banget. diupgrade ke kamar deluxe, karena minta yang single bed, tapi tipe kamar yang dipesan hanya yang twin bed. menu sarapannya variatif dan enak-enak makanannya, paling suka kolak ubi dan kacang hijaunya. kalau ke bekasi lagi, mau menginap disini lagi.",none,none,positif,none,none,none,positif,,,security dan recepsionist yang ramah banget,,,,menu sarapannya variatif dan enak-enak makanannya,test
12695,Traveloka,Hotel Santika Mega City Bekasi,11/28/2018,"tidak di sediakan parkiran motor, hanya yang memiliki mobil yang bisa parkir di depan santika.",none,none,none,none,none,negatif,none,,,,,,tidak di sediakan parkiran motor,,train
12696,Traveloka,Hotel Santika Mega City Bekasi,11/28/2018,"nasi itu terasa seperti belum matang sempurna, masih terasa seperti nasi, dan perutku tidak enak sepanjang hari.",none,none,none,none,none,none,negatif,,,,,,,nasi itu terasa seperti belum matang sempurna,train
12697,Traveloka,Hotel Santika Mega City Bekasi,11/28/2018,"hotelnya bersih, pelayanan recepsionistnya sangat ramah sekali. hanya saja sarapan masih harus diubah lagi untuk menunya, agar lebih bervariasi.",none,positif,positif,none,none,none,negatif,,hotelnya bersih,pelayanan recepsionistnya sangat ramah sekali,,,,"sarapan masih harus diubah lagi untuk menunya, agar lebih bervariasi",train
12698,Traveloka,Hotel Santika Mega City Bekasi,11/28/2018,"kamar luas, bersih, wangi, pelayanannya baik, makanannya enak.",positif,positif,positif,none,none,none,positif,"kamar luas, bersih, wangi","kamar luas, bersih",pelayanannya baik,,,,makanannya enak,train
12699,Traveloka,Hotel Santika Mega City Bekasi,11/28/2018,"overall bagus, namun ada beberapa yang perlu diperbaiki seperti masuk dari mal yang tidak jelas, lamanya check-in, dan sarapan yang jam 8 sudah habis.",none,none,negatif,none,negatif,none,negatif,,,lamanya check-in,,masuk dari mal yang tidak jelas,,sarapan yang jam 8 sudah habis,train
12700,Traveloka,Hotel Santika Mega City Bekasi,11/28/2018,"kamar bersih, sarapan enak, cuma suara dari luar kalau orang lewat dan suara orang lagi ngobrol kedengaran cukup keras.",negatif,positif,none,none,none,none,positif,suara dari luar kalau orang lewat dan suara orang lagi ngobrol kedengaran cukup keras,kamar bersih,,,,,sarapan enak,train
12701,Traveloka,Hotel Santika Mega City Bekasi,11/28/2018,hotelnya dekat mal mau. lokasi di pusat kota bekasi.,none,none,none,none,positif,none,none,,,,,hotelnya dekat mal mau. lokasi di pusat kota bekasi,,,train
12702,Traveloka,Hotel Santika Mega City Bekasi,11/28/2018,"kalau bawa motor, susah aksesnya karena diparkir di mall dan sulit untuk menuju liftnya. saya pesan kamar superior, di fotonya terlihat besar. ternyata kamar sedikit kecil. sarapannya standar, tapi seharusnya bisa lebih baik. the bagus thing is kamarnya wangi. peralatan lengkap, dan bisa request beberapa complimentary seperti hair dryer.",negatif,none,none,none,negatif,positif,negatif,kamar sedikit kecil. kamarnya wangi,,,,susah aksesnya karena diparkir di mall,peralatan lengkap,"sarapannya standar, tapi seharusnya bisa lebih baik",train
12703,Traveloka,Hotel Santika Mega City Bekasi,11/28/2018,"bagus banget hotelnya, liburan ber 2 istri saya jadi tambah mengasyikan, puas juga pake traveloka paylater, baby moon ber dua istri jadi tambah",none,none,none,none,none,none,none,,,,,,,,train
12704,Traveloka,Hotel Santika Mega City Bekasi,11/28/2018,"klasik, nyaman seperti di rumah sendiri. recommended banget buat pecinta keunikan karyanya, yang kurang hanya sedikit pemandangan saja.",negatif,none,none,none,none,none,none,"klasik, nyaman seperti di rumah sendiri. yang kurang hanya sedikit pemandangan saja",,,,,,,train
12705,Traveloka,Hotel Santika Mega City Bekasi,11/28/2018,"nyaman, bersih, makin ditingkatkan kembali pelayanannya.",positif,positif,none,none,none,none,none,nyaman,bersih,,,,,,train
12706,Traveloka,Hotel Santika Mega City Bekasi,11/21/2018,"lokasinya sangat strategis, dekat gerbang keluar tol bekasi barat, hotel ini terletak di atas mal terkenal di bekasi, ada banyak restoran, supermarket dan department store. ada kolam renang. makanannya enak.",none,none,none,none,positif,positif,positif,,,,,"lokasinya sangat strategis, dekat gerbang keluar tol bekasi barat",ada kolam renang,makanannya enak,train
12707,Traveloka,Hotel Santika Mega City Bekasi,11/21/2018,"kamarnya luas, nyaman, bersih. kamar mandinya juga bersih.",positif,positif,none,none,none,none,none,"kamarnya luas, nyaman","kamarnya luas, nyaman, bersih. kamar mandinya juga bersih",,,,,,train
12708,Traveloka,Hotel Santika Mega City Bekasi,11/21/2018,hotel yang bagus dengan harga dan biaya murah!,none,none,none,positif,none,none,none,,,,hotel yang bagus dengan harga dan biaya murah,,,,train
12709,Traveloka,Hotel Santika Mega City Bekasi,11/21/2018,"kekurangan hotel ini, akses ke mal yang terdekat hanya lift yang disatukan sama pengunjung mal, jadi penuh liftnya, parkiran agak sempit sisanya bagus.",none,none,none,none,none,negatif,none,,,,,,"lift yang disatukan sama pengunjung mal, jadi penuh. parkiran agak sempit",,test
12710,Traveloka,Hotel Santika Mega City Bekasi,11/21/2018,"senang sekali kemarin memutuskan untuk menginap disini. kamar saya diupgrade ke premiere room dari sebelumnya deluxe room tanpa charge lagi. hotel berintegrasi dengan giant mal, jadi sangat memudahkan untuk mencari barang-barang yang harus dibeli dan membeli makan siang dan makan malam untuk sarapan, variasi makanan cukup banyak dan lezat. pasti akan kembali lagi kesini bersama keluarga.",none,none,none,none,positif,none,positif,,,,,hotel berintegrasi dengan giant mal,,variasi makanan cukup banyak dan lezat,train
12711,Traveloka,Hotel Santika Mega City Bekasi,11/14/2018,kamar bersih lokasi bagus dekat xxi,none,positif,none,none,positif,none,none,,kamar bersih,,,lokasi bagus dekat xxi,,,test
12712,Traveloka,Hotel Santika Mega City Bekasi,11/14/2018,"kamar yang bagus untuk menginap. nyaman juga, keramahan yang baik dengan layanan makanan / kamar yang baik juga. terima kasih!",positif,none,positif,none,none,none,positif,kamar yang bagus untuk menginap. nyaman juga,,keramahan yang baik,,,,layanan makanan yang baik,train
12713,Traveloka,Hotel Santika Mega City Bekasi,11/14/2018,"kamar bersih, sarapan lezat, arsitektur indah",positif,positif,none,none,none,none,positif,arsitektur indah,kamar bersih,,,,,sarapan lezat,validation
12714,Traveloka,Hotel Santika Mega City Bekasi,11/14/2018,"lumayan, tapi resepsionisnya kurang ramah mbak-mbaknya tu yang malam kurang senyum. menu sarapannya banyak tapi kurang enak, kurang senyum.",none,none,negatif,none,none,none,negatif,,,resepsionisnya kurang ramah mbak-mbaknya tu yang malam kurang senyum,,,,menu sarapannya banyak tapi kurang enak,train
12715,Traveloka,Hotel Santika Mega City Bekasi,11/14/2018,saya memiliki staycation paling menyenangkan,none,none,none,none,none,none,none,,,,,,,,test
12716,Traveloka,Hotel Santika Mega City Bekasi,11/14/2018,"mulai dari proses check in dibantu oleh team fo yang ramah hingga pelayanan room service yang baik. sedikit catatan bagi hotel, harap dipastikan ketersediaan parkir bagi tamu hotel karena kami lihat banyak pengunjung bioskop juga yang parkir di hotel jadi tamu hotel kesulitan untuk parkir. lalu pada saat sarapan kalau bisa lebih cepat dalam proses refill nya karena baru sekitar jam 7. 30 banyak makanan yang mulai habis di buffe.",none,none,positif,none,none,negatif,negatif,,,proses check in dibantu oleh team fo yang ramah. pelayanan room service yang baik,,,parkir bagi tamu hotel karena banyak pengunjung bioskop juga yang parkir,pada saat sarapan kalau bisa lebih cepat dalam proses refill nya,train
12717,Traveloka,Hotel Santika Mega City Bekasi,11/14/2018,"yang paling saya suka adalah lokasi hotelnya. di lantai teratas gedung mall mega bekasi. mau ke xxi tinggal ngesot saja. terlebih, posisi lokasi tepat beada di jantung kota yang juga dekat dengan mall lainnya.",none,none,none,none,positif,none,none,,,,,lokasi hotelnya. di lantai teratas gedung mall mega bekasi. di jantung kota,,,test
12718,Traveloka,Hotel Santika Mega City Bekasi,11/14/2018,"kamar sangat bagus, kolam renang besar, makanan enak banget. top lah pokoknya.",positif,none,none,none,none,positif,positif,kamar sangat bagus,,,,,kolam renang besar,makanan enak banget,train
12719,Traveloka,Hotel Santika Mega City Bekasi,11/14/2018,"kamar bersih, sarapannya endes. top lah!",none,positif,none,none,none,none,positif,,kamar bersih,,,,,sarapannya endes,train
12720,Traveloka,Hotel Santika Mega City Bekasi,11/14/2018,"breakfast rasanya sangat amat buruk. staf hotel saat breakfast tidak ramah, apalagi saya ambil kamar premiere. untuk hotel sekelas santika sangat kacau.",none,none,negatif,none,none,none,negatif,,,staf hotel saat breakfast tidak ramah,,,,breakfast rasanya sangat amat buruk,train
12721,Traveloka,Hotel Santika Mega City Bekasi,11/14/2018,"tamu saya baru check-in jam 2 dini hari karena mereka terjebak macet di tol cikampek, tetapi hotel tetap memberikan pelayanan dengan baik. terima kasih hotel santika bekasi.",none,none,positif,none,none,none,none,,,hotel tetap memberikan pelayanan dengan baik,,,,,test
12722,Traveloka,Hotel Santika Mega City Bekasi,11/14/2018,"bagus semuanya bagus apalagi menu sarapan yang lengkap dan enak, terima kasih to traveloka, terima kasih to hotel santika.",none,none,none,none,none,none,positif,,,,,,,menu sarapan yang lengkap dan enak,train
12723,Traveloka,Hotel Santika Mega City Bekasi,11/14/2018,"ruangan kamar yang nyaman dan bersih, sarapan yang enak, pilihan hotel yang tepat deh buat seluruh keluarga.",positif,positif,none,none,none,none,positif,ruangan kamar yang nyaman,ruangan kamar yang nyaman dan bersih,,,,,sarapan yang enak,train
12724,Traveloka,Hotel Santika Mega City Bekasi,11/14/2018,"pemisah antar kamar pakai semacam plafond, berisik dari kamar sebelah kanan dan kiri. hal lainnya memuaskan.",negatif,none,none,none,none,none,none,berisik dari kamar sebelah kanan dan kiri,,,,,,,train
12725,Traveloka,Hotel Santika Mega City Bekasi,11/14/2018,pelayanan dan keunggulannya bagus. tempat yang luar biasa,none,none,positif,none,none,none,none,,,pelayanan dan keunggulannya bagus,,,,,train
12726,Traveloka,Hotel Santika Mega City Bekasi,11/14/2018,pelayanannya baik. fasilitas baik. berada di tengah tengah kota. terima kasih situs traveloka.,none,none,positif,none,positif,positif,none,,,pelayanannya baik,,berada di tengah tengah kota,fasilitas baik,,train
12727,Traveloka,Hotel Santika Mega City Bekasi,11/14/2018,lokasi hotel mudah dijangkau kamar bersih dan sangat nyaman terlebih breakfast menunya sangat bervariasi dan enak.,positif,positif,none,none,positif,none,positif,kamar bersih dan sangat nyaman,kamar bersih,,,lokasi hotel mudah dijangkau,,breakfast menunya sangat bervariasi dan enak,train
12728,Traveloka,Hotel Santika Mega City Bekasi,11/14/2018,air conditioner dikamar kurang dingin dan ada hewannya di dalam kamar.,negatif,negatif,none,none,none,none,none,air conditioner dikamar kurang dingin,ada hewannya di dalam kamar,,,,,,train
12729,Traveloka,Hotel Santika Mega City Bekasi,11/14/2018,"fasilitas baik, kolam renang, taman dan tempat breakfast. tapi breakfast untuk anak harus tambah 1/2 harga.",none,none,none,negatif,none,positif,positif,,,,breakfast untuk anak harus tambah 1/2 harga,,"fasilitas baik, kolam renang, taman",breakfast untuk anak harus tambah 1/2 harga,train
