web_scraper_order,web_scraper_start_url,teks_ulasan,tanggal,gambar-1-src,gambar-2-src,gambar-3-src,gambar-4-src,gambar-5-src
1779820180-75,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,A clean atmosphere is maintained. Varied dishes.,1-Oct-25,,,,,
1779820180-76,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Keren, fasilitas lengkap, breakfast nya banyak fariasinya",1-Oct-25,,,,,
1779820180-77,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Resepsionis helpfull, kamar bersih dan oke",30-Sep-25,,,,,
1779820180-78,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,baguss banget untuk stay di santika bekasi,27-Sep-25,,,,,
1779820180-79,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,pengalaman yg bagus untuk stay 4 malam di santika,27-Sep-25,,,,,
1779820180-80,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Friendly prices, excellent service.",26-Sep-25,,,,,
1779820180-81,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Everything good apalagi berada di mall memudahkan mencari konsumsi.,24-Sep-25,,,,,
1779820180-82,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Okkkkkkkkkkkkkkkkkkkkkkkkkkkkkoookooooooookkkkkk,23-Sep-25,,,,,
1779820180-83,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,First class cleanliness.,22-Sep-25,,,,,
1779820180-84,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Breakfast sangat memuaskan.,22-Sep-25,,,,,
1779820180-85,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Bersih dan staff ramah,20-Sep-25,,,,,
1779820180-86,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Lumayan buat menyendiri,19-Sep-25,,,,,
1779820180-87,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Excellent cleanliness.,15-Sep-25,,,,,
1779820180-88,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Sangat bagus dan nyaman, dan pelayanan yg ramah",10-Sep-25,,,,,
1779820180-89,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Refreshing clean atmosphere. Enjoyable breakfast dishes. Best price. Attentive and hospitable staff.,9-Sep-25,,,,,
1779820180-90,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Bagus....kamar nya bersihh, makanan banyak pilihan....",8-Sep-25,,,,,
1779820180-91,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Baru sekali booking hotel di tiket.com lgs pilih Hotel Santika Mega City Bekasi. Ratenya murah, pelayanan amat sangat memuaskan, gercep banget saat qt komplain atau minta sesuatu. Proses check in/out ...Selengkapnya",8-Sep-25,,,,,
1779820180-92,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Homey feel. Shining clean surfaces.,25-Aug-25,,,,,
1779820180-93,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,The staff are very friendly.,19-Aug-25,,,,,
1779820180-94,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Amazing variety of flavors. Easy parking availability.,14-Aug-25,,,,,
1779820180-95,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Prompt receptionist. Responsive service.,13-Aug-25,,,,,
1779820180-96,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Hotel bersih, pelayanan ramah, minusnya lokasinya ada di lantai 5 mall, agak membingungkan ketika keluar hotel di jam mall tutup",8-Aug-25,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit110110gsm/images/2025/08/08/0b8a3472-a5a0-4168-b811-e8a88da00627-1754638811196-1740f789f365e29e762bd1f2a70afc30.jpg,,,,
1779820180-97,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Bagus, pelayanan bagus, staf ramah",5-Aug-25,,,,,
1779820180-98,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Ok lah , harga hemat, makanan enak",4-Aug-25,,,,,
1779820180-99,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Valet parking available. The room smells clean.,30-Jul-25,,,,,
1779820180-100,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Menu choices abound. Lively surroundings.,30-Jul-25,,,,,
1779820180-101,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Children's pool available.,30-Jul-25,,,,,
1779820180-102,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Okeeeeeeeeeeeeeeeeeeeee,28-Jul-25,,,,,
1779820180-103,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Neat and orderly. Exclusive fitness facilities.,25-Jul-25,,,,,
1779820180-104,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Crystal-clear water.,25-Jul-25,,,,,
1779820180-105,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Housekeeping staff are very thorough. Friendly environment. Spacious and comfortable parking. Spacious and comfortable parking. Affordable accommodation, does not disappoint. Affordable accommodation,...Selengkapnya",24-Jul-25,,,,,
1779820180-106,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Hotel bagus & pelayanan bagus,22-Jul-25,,,,,
1779820180-107,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Beautiful infinity pool. Beautiful infinity pool. Spacious and comfortable parking. Calming pool environment. Pleasantly tranquil atmosphere. Prompt and competent staff.,21-Jul-25,,,,,
1779820180-108,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Cool atmosphere. Sophisticated pool facility.,20-Jul-25,,,,,
1779820180-109,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Hotel bersih bagus makan pagi enak,17-Jul-25,,,,,
1779820180-110,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Paten kali bah joss gandos wer ewer,15-Jul-25,,,,,
1779820180-111,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Menginap krn menonton konser di hall. Semua baik; mulai dari kamar, kamar mandi, fasilitas hotel, bfast, dll.",14-Jul-25,,,,,
1779820180-112,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Luar biasa pelayanan nya,10-Jul-25,,,,,
1779820180-113,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Kamar bagus, bersih dan nyaman, sayang ga bisa ke balkon. Pelayanan staff juga bagus, ramah2 jg.",10-Jul-25,,,,,
1779820180-114,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Child-friendly staff. Luxurious facilities. Child-friendly and sincere staff.,8-Jul-25,,,,,
1779820180-115,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Alhamdulillah bermalam di santika mega Bekasi dapat kejutan kue,terimakasih semoga hotel santika semakin jaya.pokoknya rekomendasi untuk semua moment,pelayanan sangat ramah.puas bermalam di hotel sant...Selengkapnya",6-Jul-25,,,,,
1779820180-116,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Mantap. Breakfastnya oke. Cuman akses ke hotelnya memang agak susah,3-Jul-25,,,,,
1779820180-117,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Free extra beds. Peaceful rural feel.,30-Jun-25,,,,,
1779820180-118,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Balcony-equipped rooms. Fun family activity.,30-Jun-25,,,,,
1779820180-119,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Nginep di HS mega Bekasi karena ada acara wisuda anak..overall oke,alhamdulillah roomnya diupgrade ke premiere.. Thank you kak Martha & HS tim",29-Jun-25,,,,,
1779820180-120,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,all good The parking area is very orderly. Guaranteed security.,24-Jun-25,,,,,
1779820180-121,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,all good all good all good all good all good all good all good all good all good,24-Jun-25,,,,,
1779820180-122,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"akses ke mall mudah, dan tempatnya bersih nyaman",24-Jun-25,,,,,
1779820180-123,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Lively atmosphere. Protected parking. Happy pool atmosphere.,24-Jun-25,,,,,
1779820180-124,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"bersih, nyaman bgtt! lokasi strategis jugaa",19-Jun-25,,,,,
1779820180-125,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Pelayanan keren Makanan enak Lokasi strategis,15-Jun-25,,,,,
1779820180-126,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Over all ok.meski kamar ada sedikit rusak materialnya,12-Jun-25,,,,,
1779820180-127,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Staff ramah, makanan breakfast bervariasi dan semua enak2!",11-Jun-25,,,,,
1779820180-128,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"makanan nya enak..kamar ny bersih,,resepsionis nya ramah ramah",6-Jun-25,,,,,
1779820180-129,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,pelayanannya bagus rama2,6-Jun-25,,,,,
1779820180-130,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Bagus nyaman dan cukup lengkap,5-Jun-25,,,,,
1779820180-131,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Refreshing clean atmosphere. Special service.,2-Jun-25,,,,,
1779820180-132,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Neat and well-maintained. Good-quality linens.,2-Jun-25,,,,,
1779820180-133,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Elegant interior design. Super tasty food.,2-Jun-25,,,,,
1779820180-134,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Outstanding cleanliness standard. Budget-friendly, special experience. Best service quality. Quick service.",29-May-25,,,,,
1779820180-135,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Neat and well-maintained. Complete kitchen equipment.,26-May-25,,,,,
